user_id,date_time,wav_file,signal_to_noise_ratio,loudness,peak_start_sec,timestamp_ms,cough_prediction_score,is_cough
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:25:55.848316,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000349226.wav,50.319720794215,69.632496769935,2.9,1614000352126,3.35696313413791e-05,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:25:56.123520,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000349226.wav,54.7923400759614,74.2295691463799,3.5,1614000352726,0.00260495999827981,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:25:56.393585,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000349226.wav,46.2268012249699,76.3268318803687,4.02,1614000353246,0.000479552923934534,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:25:56.680708,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000349226.wav,50.2749127886792,74.8856289913582,4.5,1614000353726,1.992966645048e-05,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:25:56.931434,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000349226.wav,44.9130086249253,68.4356155224651,4.9,1614000354126,0.00018074300896842,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:25:57.159496,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000349226.wav,46.754302753095,71.2898539676338,5.34,1614000354566,4.70296399726067e-05,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:25:57.368312,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000349226.wav,41.7294607501717,73.7023665934225,5.94,1614000355166,0.00812041293829679,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:34:55.121872,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000890011.wav,22.1875325664771,64.7049634165632,0.18,1614000890191,0.000261041452176869,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:35:22.844568,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000920180.wav,25.1307228901179,66.3127869559512,0.14,1614000920320,0.000163566975970753,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:36:06.622830,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000963996.wav,52.047970373921,72.1957056465336,0.62,1614000964616,0.763038635253906,True
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 13:36:25.042940,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614000982647.wav,54.4761524619613,74.4512041939405,1.86,1614000984507,0.998241066932678,True
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 14:26:28.909305,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614003983479.wav,59.9440253980942,72.8208767219031,1.06,1614003984539,7.70146871218458e-05,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 14:26:29.218488,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614003983479.wav,60.5525222769511,73.2003111007347,1.54,1614003985019,1.36955634388869e-06,False
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:15:26.185510,user/sewanee 2576@hyfe.ai/sample-1614006925279.wav,43.9210057627837,66.2191916754197,0.5,1614006925779,0.973968088626862,True
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:19:31.154239,user/sewanee 2576@hyfe.ai/sample-1614007168123.wav,42.0026890089834,62.2146979268209,0.54,1614007168663,0.380856424570084,True
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:19:57.916762,user/sewanee 2576@hyfe.ai/sample-1614007196957.wav,40.0026781308742,62.5323035747883,0.94,1614007197897,0.981724739074707,True
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:20:30.879193,user/sewanee 2576@hyfe.ai/sample-1614007229699.wav,34.1410932211047,59.9671014031054,0.82,1614007230519,0.394662797451019,True
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:21:00.553936,user/sewanee 2576@hyfe.ai/sample-1614007258561.wav,47.4952196733876,67.7008616879851,1.06,1614007259621,0.997802197933197,True
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:27:25.643501,user/sewanee 2576@hyfe.ai/sample-1614007644823.wav,44.1268449402497,63.9739475725054,0.42,1614007645243,0.857419669628143,True
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:30:50.957102,user/sewanee 2576@hyfe.ai/sample-1614007850080.wav,44.7370649834374,65.1158506528722,0.82,1614007850900,0.962935328483582,True
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 15:31:08.958362,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614007865269.wav,66.9744742499871,80.8301699925864,1.06,1614007866329,0.999804675579071,True
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 15:31:09.256690,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614007865269.wav,37.5292283297946,57.3626748968631,1.54,1614007866809,0.0403327569365501,False
joetest,2021-02-22 15:31:59.115970,user/joetest/sample-1614007914685.wav,64.9050268222731,81.3061965247046,0.94,1614007915625,0.982855498790741,True
joetest,2021-02-22 15:32:24.392865,user/joetest/sample-1614007914685.wav,62.9227543043336,78.2915890663723,1.38,1614007916065,0.533176004886627,True
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 15:32:46.810524,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614007962153.wav,29.2216154654185,68.2768505575444,1.26,1614007963413,0.00427207862958312,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 15:32:47.040011,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614007962153.wav,15.5926647820212,75.505950119162,2.62,1614007964773,0.00117910094559193,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 15:33:11.775222,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614007986973.wav,15.0206463182959,74.4291945380369,1.82,1614007988793,0.00103607540950179,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 15:33:12.018137,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614007986973.wav,38.3253770323277,57.0253737353308,2.42,1614007989393,0.00266831205226481,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 15:33:12.389188,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614007986973.wav,40.2473166066901,71.8602869997909,2.94,1614007989913,0.000112764471850824,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 15:33:12.670849,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614007986973.wav,18.9129002856538,62.9798968590771,5.42,1614007992393,0.00500731403008103,False
nDa17BXaNsd7BVsgdHkspSf973i2,2021-02-22 15:33:13.011211,user/nDa17BXaNsd7BVsgdHkspSf973i2/sample-1614007986973.wav,36.2387620819795,55.9295966958943,6.18,1614007993153,0.000101979414466769,False
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:36:49.960846,user/sewanee 2576@hyfe.ai/sample-1614008208659.wav,37.4658583350633,58.9167064551184,1.58,1614008210239,0.730367958545685,True
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:39:01.885561,user/sewanee 2576@hyfe.ai/sample-1614008340747.wav,35.7902981334996,60.6072904234713,1.22,1614008341967,0.00945879798382521,False
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:39:02.156106,user/sewanee 2576@hyfe.ai/sample-1614008340747.wav,41.4003649599683,60.8869441848174,2.38,1614008343127,0.788155019283295,True
joetest2,2021-02-22 15:40:23.878659,user/joetest2/sample-1614008419843.wav,60.5866749604699,77.3535738398403,1.66,1614008421503,0.491770148277283,True
a9kTCQH0alPQMTqgSczkYmkkNzg2,2021-02-22 15:40:19.961249,user/sewanee 2576@hyfe.ai/sample-1614008418936.wav,43.5676569845054,67.4008279523014,3.86,1614008422796,0.999882936477661,True
CPKaueaM49Mfac0PxpcgbXvuqo12,2021-02-22 15:46:58.193761,user/sewanee 2578@hyfe.ai/sample-1614008816129.wav,34.4968930128375,57.2924069344046,1.98,1614008818109,0.0106651475653052,False
CPKaueaM49Mfac0PxpcgbXvuqo12,2021-02-22 15:46:58.490039,user/sewanee 2578@hyfe.ai/sample-1614008816129.wav,53.2664832515695,71.8819743891444,3.58,1614008819709,0.999915719032288,True
kqAzhEEnrgVnQUCxV6WeZDqXaSy1,2021-02-22 15:59:01.751806,user/sewanee 0148@hyfe.ai/sample-1614009539583.wav,55.0193093646638,75.1690652712126,3.06,1614009542643,0.999999046325684,True
kqAzhEEnrgVnQUCxV6WeZDqXaSy1,2021-02-22 15:59:02.162850,user/sewanee 0148@hyfe.ai/sample-1614009539583.wav,50.5998016901936,68.8060796803152,3.58,1614009543163,0.994684398174286,True
LRk2gfn5LgfoyS0jw9uq2aMGn672,2021-02-22 16:00:19.555250,user/sewanee 0239@hyfe.ai/sample-1614009618514.wav,49.8783395745728,75.80644748248,2.9,1614009621414,0.999996423721313,True
VQEjgmgHsnMhzCPkVGBiL4qWsOb2,2021-02-22 16:01:03.800838,user/sewanee 0592@hyfe.ai/sample-1614009662617.wav,33.3553132384304,63.5513641302876,2.58,1614009665197,0.220845848321915,True
VQEjgmgHsnMhzCPkVGBiL4qWsOb2,2021-02-22 16:01:04.139715,user/sewanee 0592@hyfe.ai/sample-1614009662617.wav,21.1640016987508,56.64398057065,2.98,1614009665597,0.000958393618930131,False
INGSfFTtZEeYPxl6OVV4pKJdve92,2021-02-22 16:02:09.315594,user/sewanee 0026@hyfe.ai/sample-1614009728475.wav,32.7167379013279,58.1497960063901,4.26,1614009732735,0.96893310546875,True
SUyNl9eG2XcSJTpoTtkw5Z16SMv2,2021-02-22 16:03:12.770800,user/sewanee 0022@hyfe.ai/sample-1614009791016.wav,44.1978796015107,64.9478532435529,0.38,1614009791396,0.999817430973053,True
SUyNl9eG2XcSJTpoTtkw5Z16SMv2,2021-02-22 16:03:13.190150,user/sewanee 0022@hyfe.ai/sample-1614009791016.wav,43.623095150818,70.4039198464637,1.86,1614009792876,0.994731903076172,True
SUyNl9eG2XcSJTpoTtkw5Z16SMv2,2021-02-22 16:03:13.526966,user/sewanee 0022@hyfe.ai/sample-1614009791016.wav,42.0989049779037,67.299627609724,3.94,1614009794956,0.350707143545151,True
xU16Oc6WGfV4UxQgmtXxDdvTlxC3,2021-02-22 16:04:09.726753,user/sewanee 0596@hyfe.ai/sample-1614009848404.wav,52.7252760167716,74.2131726372644,4.06,1614009852464,0.999950051307678,True
CYm14ybZBDR85p2VeIGmZEwrO1j1,2021-02-22 16:04:57.670448,user/sewanee 0478@hyfe.ai/sample-1614009895788.wav,56.5424407400487,78.2370709464009,3.34,1614009899128,0.999990701675415,True
CYm14ybZBDR85p2VeIGmZEwrO1j1,2021-02-22 16:04:57.942219,user/sewanee 0478@hyfe.ai/sample-1614009895788.wav,55.5758380646203,76.662732840339,3.74,1614009899528,0.999962091445923,True
CcFBKOREgCeUWCsOxIJnQRmyywn1,2021-02-22 16:06:35.044320,user/sewanee 0009@hyfe.ai/sample-1614009974298.wav,42.9219626248298,70.6641314828395,2.9,1614009977198,0.983402132987976,True
CcFBKOREgCeUWCsOxIJnQRmyywn1,2021-02-22 16:06:35.328352,user/sewanee 0009@hyfe.ai/sample-1614009974298.wav,38.4663034861845,66.4581236958869,3.42,1614009977718,0.987248122692108,True
COOYNumkX8WnBr8180n5Gc79N9P2,2021-02-22 16:07:49.156405,user/sewanee 0207@hyfe.ai/sample-1614010067884.wav,42.37773581115,63.1083860148515,2.5,1614010070384,0.803762555122375,True
COOYNumkX8WnBr8180n5Gc79N9P2,2021-02-22 16:07:49.450960,user/sewanee 0207@hyfe.ai/sample-1614010067884.wav,39.5130906422948,62.8989383259275,2.94,1614010070824,0.754675388336182,True
Fh0rURZkpdVASNMeNjDIpf9LVJ82,2021-02-22 16:08:58.732671,user/sewanee 0051@hyfe.ai/sample-1614010137870.wav,32.5799665508963,59.0881416707914,3.26,1614010141130,0.795741200447083,True
Q7ZFxoMay3TFhy1dIzDoOnSCWxE2,2021-02-22 16:09:55.089416,user/sewanee 0310@hyfe.ai/sample-1614010194071.wav,60.8263295140293,76.5076994136469,2.58,1614010196651,0.999999403953552,True
oQfXB5skRlf0rBmqRonaU4oxAUm1,2021-02-22 16:10:53.367530,user/sewanee 2378@hyfe.ai/sample-1614010251329.wav,46.3754474896624,72.3017308234895,2.82,1614010254149,0.998969435691833,True
oQfXB5skRlf0rBmqRonaU4oxAUm1,2021-02-22 16:10:53.737389,user/sewanee 2378@hyfe.ai/sample-1614010251329.wav,35.6378994190358,67.641402885353,3.22,1614010254549,0.99569171667099,True
erKIKl05XshCJVmzBh4ZsaVwDfJ2,2021-02-22 16:11:52.307573,user/sewanee 0400@hyfe.ai/sample-1614010311507.wav,52.5356509182741,75.0633509666656,3.06,1614010314567,0.999951481819153,True
zKqjpjCfnKgX1x4RkTIPSrcEMik1,2021-02-22 16:12:39.607433,user/sewanee 2170@hyfe.ai/sample-1614010358735.wav,50.4241590199363,69.0130844486947,3.14,1614010361875,0.997718214988708,True
7ScEWSZidpXQnAhvznYtzB6dxe22,2021-02-22 16:13:35.935652,user/sewanee 0473@hyfe.ai/sample-1614010414813.wav,54.9464101725308,77.0543371893174,2.98,1614010417793,0.999995112419128,True
7ScEWSZidpXQnAhvznYtzB6dxe22,2021-02-22 16:13:36.244530,user/sewanee 0473@hyfe.ai/sample-1614010414813.wav,45.6143423961058,72.7163388514326,3.5,1614010418313,0.995419979095459,True
TF7aqRsou1amndugNEulhg4nMup1,2021-02-22 16:14:26.675952,user/sewanee 0493@hyfe.ai/sample-1614010465475.wav,40.8223290693013,60.9501601318046,2.94,1614010468415,0.79792183637619,True
TF7aqRsou1amndugNEulhg4nMup1,2021-02-22 16:14:26.958145,user/sewanee 0493@hyfe.ai/sample-1614010465475.wav,28.7795914617345,56.5558310071246,3.38,1614010468855,0.204603612422943,True
2hI33XrUWrbjz71eLCBy6ZDIxk92,2021-02-22 16:15:34.181597,user/sewanee 0134@hyfe.ai/sample-1614010533022.wav,42.5553589718015,68.4098048646309,3.1,1614010536122,0.999990820884705,True
2hI33XrUWrbjz71eLCBy6ZDIxk92,2021-02-22 16:15:34.490077,user/sewanee 0134@hyfe.ai/sample-1614010533022.wav,35.5908321273707,63.0929662788609,3.54,1614010536562,0.998733937740326,True
XCWKvtyU4CfCZOSljZK2ejLgp353,2021-02-22 16:16:24.610544,user/sewanee 0431@hyfe.ai/sample-1614010583489.wav,31.7879266072124,55.8588184732135,2.7,1614010586189,0.997743964195251,True
DkgpFYr6LRVRjDn0rTwuuuBZLZC3,2021-02-22 16:17:21.402042,user/sewanee 0208@hyfe.ai/sample-1614010640456.wav,46.501129147393,69.374456206061,2.98,1614010643436,0.999994277954102,True
NufXaVSuQIOZKHdQTmrYLp8i0oz2,2021-02-22 16:18:54.979490,user/sewanee 0040@hyfe.ai/sample-1614010733991.wav,37.4654451730044,59.129778589438,4.18,1614010738171,0.998485743999481,True
VDw0EZc5qYamSo3heTcUEtWUYcY2,2021-02-22 16:19:34.965871,user/sewanee 0501@hyfe.ai/sample-1614010773919.wav,47.0467513659435,67.9332941792997,2.7,1614010776619,0.999668478965759,True
3sNGuxLjSIPLCrcsDCTygrN6hUx1,2021-02-22 16:20:19.371288,user/sewanee 0221@hyfe.ai/sample-1614010818316.wav,47.1835812268908,70.1480546677525,2.62,1614010820936,0.999886751174927,True
7MwIKomKsoYZqbQqNfb64xi2Wq62,2021-02-22 16:26:02.749656,user/sewanee 0483@hyfe.ai/sample-1614011160197.wav,40.977825364019,66.6148442790465,0.1,1614011160297,0.934219598770142,True
7MwIKomKsoYZqbQqNfb64xi2Wq62,2021-02-22 16:26:03.086812,user/sewanee 0483@hyfe.ai/sample-1614011160197.wav,47.6756119664564,65.7531886428211,0.5,1614011160697,0.999507784843445,True
7MwIKomKsoYZqbQqNfb64xi2Wq62,2021-02-22 16:26:03.390947,user/sewanee 0483@hyfe.ai/sample-1614011160197.wav,52.6152974865697,72.2141353358045,2.7,1614011162897,0.99893194437027,True
7MwIKomKsoYZqbQqNfb64xi2Wq62,2021-02-22 16:26:03.748050,user/sewanee 0483@hyfe.ai/sample-1614011160197.wav,48.0848314046762,66.5810010775466,3.22,1614011163417,0.997947990894318,True
7MwIKomKsoYZqbQqNfb64xi2Wq62,2021-02-22 16:26:03.970483,user/sewanee 0483@hyfe.ai/sample-1614011160197.wav,49.1057522373788,65.4378075661349,3.74,1614011163937,0.999529004096985,True
xJSrQIbYcFOcE1NBhwLKFoXXuG93,2021-02-22 16:26:48.807508,user/sewanee 0119@hyfe.ai/sample-1614011207582.wav,42.8570622427724,67.5204552689098,2.74,1614011210322,0.993118405342102,True
xJSrQIbYcFOcE1NBhwLKFoXXuG93,2021-02-22 16:26:49.055761,user/sewanee 0119@hyfe.ai/sample-1614011207582.wav,37.8629311153331,68.4689082471981,6.62,1614011214202,0.999678134918213,True
N7Scsz3k4nYWDvQqvKTNlYNZR9D3,2021-02-22 16:27:41.235314,user/sewanee 0362@hyfe.ai/sample-1614011260389.wav,36.5570940537958,59.0013407670766,3.34,1614011263729,0.159770414233208,True
6WtwtMa0X2fzseVMfHYCm4dpzXU2,2021-02-22 16:30:07.177120,user/sewanee 0770@hyfe.ai/sample-1614011405985.wav,49.5481607464248,70.7488552745372,3.58,1614011409565,0.99673455953598,True
RLcgS599rDbqD37xmdJ5LH6pNqE3,2021-02-22 16:35:05.028001,user/sewanee 0485@hyfe.ai/sample-1614011702674.wav,41.167969042537,60.3862363867569,3.66,1614011706334,0.846767902374268,True
mHWd2UCPU3SYlI6F8q9NKTXei7k1,2021-02-22 16:36:00.032824,user/sewanee 0057@hyfe.ai/sample-1614011758747.wav,40.3625820588972,64.6128894489066,3.38,1614011762127,0.99783319234848,True
mHWd2UCPU3SYlI6F8q9NKTXei7k1,2021-02-22 16:36:00.272114,user/sewanee 0057@hyfe.ai/sample-1614011758747.wav,43.7179742633307,68.2980443477675,3.94,1614011762687,0.995755851268768,True
rQTqkZmYpHO9ABlnJADmj6Vx8ix1,2021-02-22 16:38:45.825783,user/sewanee 0447@hyfe.ai/sample-1614011924406.wav,50.8350258334984,74.6065514108811,3.74,1614011928146,0.99999737739563,True
rQTqkZmYpHO9ABlnJADmj6Vx8ix1,2021-02-22 16:38:46.143695,user/sewanee 0447@hyfe.ai/sample-1614011924406.wav,53.554686753995,73.6388371432747,4.34,1614011928746,0.999772608280182,True
xH91nZxmgPaJHL7iGUZTRs3Hf4q2,2021-02-22 16:39:34.196812,user/sewanee 0223@hyfe.ai/sample-1614011973063.wav,59.074299592499,79.0767246095293,3.46,1614011976523,0.999685525894165,True
WgGKUgCO6HTJbcAcRcXdpW6dkat2,2021-02-22 16:40:14.979820,user/sewanee 0164@hyfe.ai/sample-1614012013702.wav,42.5153878275,64.4294215620131,2.9,1614012016602,0.999859213829041,True
BS7i67xVOCcZWcR7Vupz28MmwrS2,2021-02-22 16:42:31.427366,user/sewanee 0469@hyfe.ai/sample-1614012150606.wav,53.6345017878306,75.0888360891478,2.54,1614012153146,0.994867444038391,True
yBNqwgX9TibxdvCzw4fiBTPIHDV2,2021-02-22 16:44:36.057655,user/sewanee 0098@hyfe.ai/sample-1614012274795.wav,21.2458972640591,56.841364189602,2.5,1614012277295,0.00497096637263894,False
yBNqwgX9TibxdvCzw4fiBTPIHDV2,2021-02-22 16:44:36.398883,user/sewanee 0098@hyfe.ai/sample-1614012274795.wav,54.1795453448613,75.5665997098742,2.94,1614012277735,0.998874366283417,True
DQ6EtVRmIXaVqsYjhW4dQG1i1qz1,2021-02-22 16:46:19.309026,user/sewanee 2048@hyfe.ai/sample-1614012358027.wav,53.6616054962208,75.9701825594936,3.34,1614012361367,0.994438767433167,True
AOUlAN9oGmSKZ2fZm0f44UK9scH3,2021-02-22 16:47:11.621462,user/sewanee 0149@hyfe.ai/sample-1614012430380.wav,49.9152946125179,66.7159179493921,3.94,1614012434320,0.99989640712738,True
djve4yhjIzRUWRPN2usGlGHTsb43,2021-02-22 16:48:11.498372,user/sewanee 0251@hyfe.ai/sample-1614012490586.wav,49.3352632837304,69.3127231509797,4.1,1614012494686,0.999988555908203,True
XHw5DSo3weQ8a9NQqutgkX5LLVq2,2021-02-22 16:49:23.820716,user/sewanee 0411@hyfe.ai/sample-1614012562963.wav,52.1490953442165,71.9317356508063,2.82,1614012565783,0.999984383583069,True
ZU1ZdAW7A7ey3wJMnhqu0aMv6yk1,2021-02-22 16:50:25.276178,user/sewanee 0384@hyfe.ai/sample-1614012624380.wav,47.729500397481,74.9661972234151,4.42,1614012628800,0.999623894691467,True
HOcUfnr9GXdnVbDJNZtL0ip3mjf1,2021-02-22 16:51:21.534879,user/sewanee 0228@hyfe.ai/sample-1614012680682.wav,47.9865972920271,66.9294191631038,3.06,1614012683742,0.9990234375,True
dp8EdB52HodqpQcvTglyXBSVZVl1,2021-02-22 16:53:15.325022,user/sewanee 0376@hyfe.ai/sample-1614012794307.wav,55.0394868595513,73.5577496532474,4.78,1614012799087,0.999778211116791,True
P5VcjeQTXMSSzyKKwOAsS2HPNul2,2021-02-22 16:53:57.421061,user/sewanee 0361@hyfe.ai/sample-1614012836324.wav,46.0335336684524,70.5410531502293,2.78,1614012839104,0.932261765003204,True
biPxXp8QAVfwKTmGZ4tetBFkrtY2,2021-02-22 17:00:46.420060,user/sewanee 0320@hyfe.ai/sample-1614013244784.wav,54.2013652729752,75.658810031688,3.06,1614013247844,0.999993562698364,True
ZEXkpHlGNIT5A05e1ED0n0zu5xo1,2021-02-22 17:01:38.854912,user/sewanee 2072@hyfe.ai/sample-1614013297475.wav,51.7665355785275,75.015235035962,3.34,1614013300815,0.999996304512024,True
aXhBrHXbCqgpa4TPfyPMGrDHoZ52,2021-02-22 17:02:26.124775,user/sewanee 0631@hyfe.ai/sample-1614013345357.wav,52.3812454851003,76.8269668621438,4.7,1614013350057,0.999930262565613,True
S5MriVrgcVUtqipr1IrbCV6VIyN2,2021-02-22 17:03:12.949624,user/sewanee 0523@hyfe.ai/sample-1614013392024.wav,51.7901549821522,71.1911594206614,3.14,1614013395164,0.985976219177246,True
4OEQFWLfARO5w9M8tLlQvqM0Hpi2,2021-02-22 17:03:50.380957,user/sewanee 0301@hyfe.ai/sample-1614013428839.wav,45.5631083678804,69.3017608363241,2.98,1614013431819,0.984244287014008,True
4OEQFWLfARO5w9M8tLlQvqM0Hpi2,2021-02-22 17:03:50.705269,user/sewanee 0301@hyfe.ai/sample-1614013428839.wav,49.0482005707427,67.7317701828246,3.78,1614013432619,0.996888697147369,True
CYX2XQmcXjTxdySaJ8BkSlCXMXk2,2021-02-22 17:04:26.882421,user/sewanee 0064@hyfe.ai/sample-1614013465812.wav,34.2249797001271,58.7083944455043,3.14,1614013468952,0.998530626296997,True
